编号,题名,作者,作者机构,日期,期刊,专辑,专题,引用数,下载数,关键词,摘要,URL,爬取时间
10,人工智能视角下公共图书馆文旅融合模式优化,康思本,广东开放大学(广东理工职业学院)图书馆,2022-11-10,图书馆理论与实践,信息科技;经济与管理科学,图书情报与数字图书馆;旅游,6,944,人工智能; 图书馆; 文旅融合,在政策推动下，文旅融合成为图书馆服务新的增长点。通过文献梳理发现，学术界尚未开展基于人工智能视角的图书馆文旅融合模式优化研究。文章从建筑、文献、空间、产品、项目五大要素总结图书馆文旅融合模式，分析存在的问题；从人工智能视角提出“构建全天气服务的虚拟旅游系统，开展基于情境感知的电子资源推送服务，智能化升级文旅融合空间，增强文创产品体验价值，植入情境体验到研学旅行”的模式优化对策，以期为相关研究和实践提供借鉴。,https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8X72PhEuL6KMrljFNx98TgIhMMgB6l2cYB3aF_V0IwHwBZrfEuuSdK9Q0u6ECL3LYOrLvtuSFKOX2iktj6CVsDZpT5z5X9kza3MNeuzEy_BokMCXcSbd9_IdfbnqaK2VEG25jKKSaWExA==&uniplatform=NZKPT&language=CHS,2024-06-28
11,人工智能重塑图书馆创新研究——基于《人工智能创新发展道德伦理宣言》视角,陆康;刘慧;任贝贝,1. 南京晓庄学院图书馆2. 上海市网络技术综合应用研究所,2022-11-10,图书馆理论与实践,信息科技,计算机软件及计算机应用;图书情报与数字图书馆,3,583,人工智能; 《人工智能创新发展道德伦理宣言》; 智慧服务; 图书馆,文章围绕人工智能重塑图书馆创新进行探讨，包括重塑过程应顾及人类固有的道德、伦理、尊严与人格之权利保障，重塑内容应该是技术与制度等多角度的，并且重点关注如何处理好图书馆创新与“以用户为中心”服务理念内涵关系的方法。最后，从《人工智能创新发展道德伦理宣言》中，进一步发掘人工智能重塑图书馆服务创新的路径，以及发展人工智能在图书馆智慧服务中的价值引领。,https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8Vob3UCOmPipAydswl6XEtc3MnYylSXCN4hFT3GDaKb0GDpGHFJwiGAKSEVLIMaiaMfd6LqVbHnRIQAIxmQ7G1x_2oa_WBu1bNm1vIsUvmaQOrfzkwMjD7xe3LKhPa9z6uAMkIKBTVaKQ==&uniplatform=NZKPT&language=CHS,2024-06-28
12,《图书馆理论与实践》2022年年度索引,,,2022-11-10,图书馆理论与实践,信息科技,图书情报与数字图书馆,0,109,无,无,https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8VDAsWU7abaBdE-rLpmhuxB2Kxx05Pozy1aR8Ep9Qk_-peGONfOqfu_qFTOxiQBo1fflDHvriz4uEFo1yCQ2VA1LxgGBty-5aQ6hUcsWpzuJsUGYRpRARKdla2a7SJvdOTgZwHaN_QQIg==&uniplatform=NZKPT&language=CHS,2024-06-28
13,人工智能对著作权限制与例外规则的挑战与应对,王文敏,华南师范大学法学院,2022-11-10,法律适用,社会科学Ⅰ辑;信息科技,民商法;出版,19,3472,人工智能; 著作权; 限制与例外; 合理使用; 付费使用,"当前人工智能大规模使用作品具有一定的著作权侵权风险,而发源于小数据时代的著作权限制与例外规则在适应大数据时代的行业需求上存在诸多困难。人工智能使用作品适用著作权限制与例外规则能够促进技术发展和公平竞争,并有利于丰富社会文化,但同时也有必要在一定程度上兼顾著作权人的利益保护。当前应将人工智能使用作品的行为纳入合理使用,增设“计算机信息分析”的合理使用条款或扩大适用合理使用的兜底条款,给予人工智能产业更好的发展环境;未来当克服市场失灵时可以考虑部分人工智能使用作品的行为适用“付费使用”规则,为此应鼓励公共机构或数字出版商建立统一的数字作品库,同时探索确定著作权许可费的合理路径。",https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8VU0_fuaNylZDpOF6i8E3MrynUaUuURw_aBNW_QjQcfUBego4tmmNFSAwkLoQcOUkiSMVEpuiyXK3gHJ5HMjRp8L4XZ2IQtARPyLDCu8INSJVCTeYcSro6salrq1FPThsR100N_0bh4CQ==&uniplatform=NZKPT&language=CHS,2024-06-28
14,是结束，也是开始,,《图书情报知识》编辑部,2022-11-10,图书情报知识,无,无,0,109,无,<正>这是2022年的最后一期。本期重磅推出的特约稿《元宇宙与智慧图书馆：科技赋能文化新路径》是一篇集成式刊文，包含2个单篇。站在元宇宙的风口，智慧图书馆是让我们从风口下沉到学科基地的“降落伞”。《元宇宙赋能的智慧图书馆建设与发展》探索了元宇宙对图书馆未来发展的影响及其对图书馆建设的赋能，,https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8W4jP8KI-IaoITSIy5y0DMSo7l5cYopDQ_y4krD5JEnOIMokf5smfYKnPq2zqBGlAvrmIHsHkCx_CxBBMBjMhu16FGiHWV621rNOx1TzIzmdX8TEVM7aPB4X0Rx1bnVSkP5pYBxnYfBog==&uniplatform=NZKPT&language=CHS,2024-06-28
15,大数据与人工智能背景下新型知识服务研究与实践,黄永文;孙坦;赵瑞雪;鲜国建;李娇,1. 中国农业科学院农业信息研究所2. 国家新闻出版署农业融合出版知识挖掘与知识服务重点实验室3. 中国农业科学院4. 农业农村部农业大数据重点实验室,2022-10-28 14:49,图书情报工作,信息科技,计算机软件及计算机应用;自动化技术;图书情报与数字图书馆,28,3130,知识服务; 语义检索; 智能问答; 自动综述,[目的/意义]大数据、人工智能等技术正引发知识服务的深刻变革，我国科技文献知识服务领域的核心关键技术还较为薄弱，因此探索利用智能化技术实现新型智能知识服务成为图书馆当前的必要任务。[方法/过程]通过对国内外新型知识服务进行分析和总结，设计NSTL新型知识服务体系的总体思路、应用场景和功能框架，并实现NSTL下一代知识服务示范平台。[结果/结论]NSTL下一代知识服务示范平台在智能检索与问答、自动综述、文献与科学数据的关联发现、突破性研究文献识别、领域技术演化分析与预测等智能知识服务的实践，可以为我国图书情报领域开展新型知识服务提供技术思路和应用场景借鉴。,https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8Xxmx-ShmLQWxl31NCzabDb8tiuG7LwQxl_KJTawNI7lCgJqKJUiV0HltZpubcbRRi2bfb_gn214bY3gPNiilNT76jc1ykU8gCCprDBWPSOqwONdzQnxoSQrGN0kxmnoeum0BUke2lKaQ==&uniplatform=NZKPT&language=CHS,2024-06-28
16,人工智能、机器学习、自动化和机器人技术对信息行业的影响——2021年CILIP专题研讨会综述与启示,陆颖颖;孙裕彤;张瑶;李旭光,1. 华中师范大学信息管理学院2. 中国科学院文献情报中心3. 中国科学院大学经济与管理学院图书情报与档案管理系4. 南开大学商学院信息资源管理系,2022-10-27 17:41,图书情报工作,信息科技,计算机软件及计算机应用;图书情报与数字图书馆,16,4346,工业革命; 信息服务; 人工智能; 机器学习; 数据管理,[目的/意义]CILIP是英国图书馆员和信息情报从业人员的行业组织，也是全球信息与图书馆领域具有重要影响力的组织之一。总结与梳理2021年CILIP组织的有关人工智能、机器学习、自动化和机器人技术对信息行业的影响专题研讨会，为我国信息与图书馆行业的发展提供参考与借鉴。[方法/过程]以专题研讨会内容为综述对象，结合国内外相关研究与实践现状，从影响与应用、机遇与挑战、信息技能3个维度对CILIP专题研讨会进行归纳与总结，并结合我国的实践现状探讨相应的发展建议与启示。[结果/结论]人工智能、机器学习、自动化和机器人技术对信息与图书馆行业的信息技能、信息服务、信息用户、基础设施等方面带来一定影响。未来，可以从行业专业组织、信息服务机制、专业素养与技能、信息人才培养等方面推动信息与图书馆行业的变革与发展。,https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8Wj5Qm_v5RVWl57-8PdSy2Qr2Tb_qhQ-eF-kSM4qH3RmfaLGFvproGe0U9fzWnDditINxzozhJDJJcP3phgowg3k_q4USavUr22nlm-9CXSwzVdhgtzRGBp5gaeeDFAcSQSAGj5IW1QMg==&uniplatform=NZKPT&language=CHS,2024-06-28
17,基于智能技术的图书馆人机采分编协同探究,钱晶,南京图书馆,2022-10-20,新世纪图书馆,信息科技,图书情报与数字图书馆,3,194,图书馆业务; 采分编; 人工智能; 人机协同,智能技术的飞速发展及其在图书馆领域的广泛应用极大地促进图书馆业务工作效率的提升，推动了图书馆服务创新发展进程。论文在分析图书馆传统采分编及智能采分编系统工作现状的基础上，建构了人机协同框架，并就需要注意的问题探讨了实现人机采分编协同的策略，以期为图书馆人机采分编协同的实践提供参考。,https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8Wj5Qm_v5RVWl57-8PdSy2Qr2Tb_qhQ-eFAmHUuLFZtAO3qSuCh07b-TEgqz3kxgxDxizW8O2npmsZk_3RYnFXyHszZ-6GWcto5W4wG37e1R4YCcirkeQsfOIgs6eChXFY91wFWmsiqCw==&uniplatform=NZKPT&language=CHS,2024-06-28
18,数据治理——我国智慧图书馆高质量发展新机遇,陆康;刘慧;杜京容;任贝贝,1. 南京晓庄学院2. 上海市网络技术综合应用研究所,2022-10-15,图书馆,信息科技,计算机软件及计算机应用;图书情报与数字图书馆,12,1439,数据治理; 智慧图书馆; 智慧服务; 数据资源,数据时代，数据治理和智慧服务成为图书馆发展的关注焦点之一。文章在文献梳理的基础上，从数据资源建设、数据治理制度、数据治理结构以及数据治理工具四个维度分析了我国智慧图书馆数据治理的发展路径，并提出完善数据治理体系、法律法规制度政策，构建技术、制度协同的治理框架以及运用数据治理实现图书馆智慧服务等对策，从而为我国智慧图书馆实现高质量发展提供重要的基础保障。,https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8X2K84ysSmKAG14p8MhITyXlHv0B_P_ceLgnC6NwC1J-uoNFYorXPEz8EHk_g9x8JgrqK48og5CMZCc0byTZHsqJjW3EOthakW4j7z0jVS9TuYBxeLOnwWeIebD_y5rxtjrOqnEKdFzwg==&uniplatform=NZKPT&language=CHS,2024-06-28
19,图书馆员智能素养提升策略研究,陈霞,郑州师范学院图书馆,2022-10-13,图书馆工作与研究,信息科技,图书情报与数字图书馆,7,1039,智能素养; 人工智能; 图书馆员,文章在分析智能素养、图书馆员智能素养内涵基础上，构建图书馆员智能素养理论模型，梳理分析图书馆员智能素养发展的3个阶段，进而提出制定智能素养培育相关政策标准、拓宽智能素养培育路径、完善智能素养培训体系等智能时代图书馆员智能素养提升策略。,https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8WO9zAU9rNK7UvpIyY9P4o8ih6CTkPo9Ee84cx40UZD5bSmMVmlVLduzcE_BtsiFN3IArrRxnJKT2b07_HTUayLyric1qE88nqa6uiezeZchLXjRgOoMUYocqKCs_Xv3C-xUn5U1p5mmQ==&uniplatform=NZKPT&language=CHS,2024-06-28
20,图书馆数字创新模型及其实现路径研究,袁一帆,英国萨塞克斯大学SPRU研究中心,2022-10-13,图书馆工作与研究,信息科技,计算机软件及计算机应用;图书情报与数字图书馆,3,432,图书馆; 数字创新; 数字创新模型,文章阐释图书馆数字创新与图书馆数字创新能力的内涵，构建图书馆数字创新模型，分析组成要素及其作用机理，进而提出强化顶层设计，营造用户驱动的图书馆数字创新环境；优化整合关键要素，激发图书馆数字创新活力；聚焦数字知识服务靶向，推动图书馆数字创新可持续发展等图书馆数字创新实现路径。,https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8WO9zAU9rNK7UvpIyY9P4o8ih6CTkPo9Ee84cx40UZD5bSmMVmlVLduv_21lb0Ty-CFkZMU5vearauoAtUP4_Fc26k8nrUs86VXdP2Ik9ww72sdOPvzgSN3-4syRbGGjCIQrPT_hk9BxA==&uniplatform=NZKPT&language=CHS,2024-06-28
21,医学图书馆医学影像数据库建设与服务策略探析,杨阳;张世彤,天津医科大学肿瘤医院,2022-09-30,图书馆工作与研究,医药卫生科技;信息科技,医学教育与医学边缘学科;图书情报与数字图书馆,2,249,医学图书馆; 医学影像; 影像数据库; 信息服务,医学图书馆担负着为教师、科研人员和学生的教学、科研与学习提供信息资源保障的重要职责，在信息资源、技术设施、人力资源等方面具有创建医学影像数据库的独特优势。文章针对医学影像数据库建设与服务在信息的收集、整理、存储、检索等方面存在的问题，提出加强设计规划，实现标准统一；依托大数据技术实现智能化检索；构建个性化用户模型和信息过滤机制；优化人才结构，注重人才培养等医学影像数据库建设与服务策略。,https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8WszbjuU9X-X_fwr4F6c7EpTDdJowBEpVsZ8panObBME-THvGLsVK6XJtdJqN7X6FhAoFdB6i8TkrzwYfnyml3qR4E9Bwpz5_Sgr29sO0NXJj9-5rLixrt4f8UYvrRD-idbZmeygqL79A==&uniplatform=NZKPT&language=CHS,2024-06-28
22,图书馆高质量发展的战略着力点与实现路径探讨,陈益君;王丽杰;朱丹阳;蔡文彬,1. 浙江大学图书馆2. 鲁迅美术学院图书馆3. 浙江传媒学院图书馆,2022-09-21,大学图书馆学报,信息科技,图书情报与数字图书馆,7,1668,高质量发展; 制约因素; 文科实验室; 人工智能; 实现路径,围绕图书馆高质量发展的内涵与构成要素以及制约高质量发展的瓶颈问题进行分析，通过相关要素改进和战略谋划，提出从服务内容知识化、服务手段智慧化、服务运营品牌化和服务层级智库化四大路径来提升图书馆的高质量发展。,https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8WEaKxRLHYGqPo3AhThwrFOL_Pz6Lx5V1LuEyPTLaR_Skfzm7ZkjYmOGY94x8FYRUNsxzwQ6olwcobeHF5kHSFaWiP8f9xptqUeGt1qBoSVxE69Ub_239e31QWhG9EQYpRrjMynTpdndw==&uniplatform=NZKPT&language=CHS,2024-06-28
23,国际图联2021版趋势报告分析及对我国图书馆的启示,陈信,云南师范大学图书馆,2022-09-10,图书馆理论与实践,信息科技,图书情报与数字图书馆,0,283,IFLA; 趋势报告; 图书馆,文章从经济、社会、技术、教育和文化五个方面对国际图联2021版趋势报告进行了分析和解读，并在此基础上总结趋势报告对我国图书馆事业发展的五点启示：展示图书馆价值，提升数字服务能力，重视实体资源，促进社会包容和深化数据应用。,https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8VGwdWl3VFtZWjwHSXO-ihELWiS_WoEc-IkgeLxZxSNXXUJTo-ZphDGACpTgvTB80fEcMqv9CPa74-dhdHMlM8fsmdMxxdJv_Jw6T8NfmKXpFzxJ5QfqmImC3Jzs2A7HIUlirXYcB6noQ==&uniplatform=NZKPT&language=CHS,2024-06-28
24,元宇宙+公共图书馆：虚实融生的社会教育发展新展望,徐祥伍;葛万宝;黄晓瑜,1. 桂林信息科技学院创意设计学院2. 马来西亚理科大学建筑与城规学院,2022-09-10,图书馆理论与实践,信息科技,图书情报与数字图书馆,19,1986,公共图书馆; 虚实融生; 元宇宙; 社会教育,“元宇宙+公共图书馆”为未来虚实融生的社会教育发展提供了新方向，因此，探索元宇宙赋能图书馆社会教育应用场景的策略成为时代命题。文章从界定元宇宙基本内涵与典型特征出发，结合元宇宙时代图书馆社会教育发展新机遇，分析元宇宙赋能图书馆社会教育的关键点与场景应用，提出元宇宙赋能图书馆虚实融生社会教育发展的四种解决策略，并通过公共图书馆自身、公共图书馆社会受众和公共图书馆促使社会教育公平公正三个方面对现有图书馆社会教育发展提出了新展望。,https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8VGwdWl3VFtZWjwHSXO-ihELWiS_WoEc-IkgeLxZxSNXXUJTo-ZphDGluM7TOn2j7lBYGUJ6v6nnDHemQyanw-v3nQfPqDPzZtV4yYa4GK6EiRaMDoNdVbKoAyW3CCdXtgesxclULYBOg==&uniplatform=NZKPT&language=CHS,2024-06-28
